# radii,1
0.000000,0.000000
20.000000,0.000000
40.000000,0.000000
60.000000,0.000000
80.000000,0.000000
100.000000,186.572626
120.000000,186.572626
140.000000,268.352084
160.000000,268.352084
180.000000,326.836635
200.000000,429.956643
220.000000,429.956643
240.000000,518.801737
260.000000,518.801737
280.000000,590.934008
300.000000,590.934008
320.000000,654.914711
340.000000,690.996264
360.000000,715.785121
380.000000,715.785121
400.000000,749.345267
420.000000,781.068947
440.000000,781.068947
460.000000,899.916467
480.000000,899.916467
500.000000,955.944194
520.000000,978.496090
540.000000,999.842584
560.000000,1043.242118
580.000000,1043.242118
600.000000,1043.242118
620.000000,1067.050433
640.000000,1067.050433
660.000000,1067.050433
680.000000,1093.011115
700.000000,1170.472288
720.000000,1219.250018
740.000000,1219.250018
760.000000,1240.002609
780.000000,1240.002609
800.000000,1240.002609
820.000000,1240.002609
840.000000,1240.002609
860.000000,1291.493317
880.000000,1291.493317
900.000000,1326.242386
920.000000,1347.516724
940.000000,1370.804879
960.000000,1370.804879
980.000000,1370.804879
1000.000000,1389.483432
1020.000000,1426.697007
1040.000000,1448.349393
1060.000000,1448.349393
1080.000000,1448.349393
1100.000000,1448.349393
1120.000000,1448.349393
1140.000000,1448.349393
1160.000000,1448.349393
1180.000000,1448.349393
1200.000000,1470.495151
1220.000000,1490.528609
1240.000000,1490.528609
1260.000000,1490.528609
1280.000000,1490.528609
1300.000000,1510.424357
1320.000000,1510.424357
1340.000000,1510.424357
1360.000000,1510.424357
1380.000000,1510.424357
1400.000000,1510.424357
1420.000000,1510.424357
1440.000000,1510.424357
1460.000000,1510.424357
1480.000000,1510.424357
1500.000000,1510.424357
1520.000000,1510.424357
1540.000000,1510.424357
1560.000000,1510.424357
1580.000000,1510.424357
1600.000000,1510.424357
1620.000000,1510.424357
1640.000000,1510.424357
1660.000000,1510.424357
1680.000000,1510.424357
1700.000000,1510.424357
1720.000000,1510.424357
1740.000000,1510.424357
1760.000000,1510.424357
1780.000000,1510.424357
1800.000000,1510.424357
1820.000000,1510.424357
1840.000000,1510.424357
1860.000000,1510.424357
1880.000000,1585.795083
1900.000000,1585.795083
1920.000000,1585.795083
1940.000000,1585.795083
1960.000000,1585.795083
1980.000000,1585.795083
2000.000000,1618.707085
2020.000000,1650.641662
2040.000000,1683.005442
2060.000000,1683.005442
2080.000000,1683.005442
2100.000000,1683.005442
2120.000000,1683.005442
2140.000000,1683.005442
2160.000000,1683.005442
2180.000000,1717.623739
2200.000000,1717.623739
2220.000000,1717.623739
2240.000000,1717.623739
2260.000000,1752.066814
2280.000000,1752.066814
2300.000000,1752.066814
2320.000000,1802.482037
2340.000000,1802.482037
2360.000000,1802.482037
2380.000000,1838.797792
2400.000000,1838.797792
2420.000000,1838.797792
2440.000000,1882.456604
2460.000000,1919.018530
2480.000000,1919.018530
2500.000000,1919.018530
2520.000000,1954.494084
2540.000000,1954.494084
2560.000000,1954.494084
2580.000000,1954.494084
2600.000000,1954.494084
2620.000000,1954.494084
2640.000000,1954.494084
2660.000000,1988.419158
2680.000000,1988.419158
2700.000000,2024.186578
2720.000000,2024.186578
2740.000000,2024.186578
2760.000000,2024.186578
2780.000000,2024.186578
2800.000000,2024.186578
