# row,col,
949.000000,1349.000000
989.000000,1239.000000
1116.000000,1857.000000
1134.000000,1724.000000
1804.000000,386.000000
1939.000000,1747.000000
2367.000000,2061.000000
2380.000000,4368.000000
2405.000000,1321.000000
2596.000000,2892.000000
2606.000000,1955.000000
2642.000000,2935.000000
2725.000000,3967.000000
2780.000000,5093.000000
2784.000000,3440.000000
2983.000000,3662.000000
3377.000000,4150.000000
3442.000000,5096.000000
3547.000000,5373.000000
3917.000000,2975.000000
4489.000000,2795.000000
5112.000000,1790.000000
5211.000000,2149.000000
5378.000000,615.000000
5870.000000,1638.000000
5901.000000,527.000000
5998.000000,1414.000000
